road_name,neighborhood,diagnosis_date,latitude,longitude,administrative_area_code,year,cases
裕豐街,崇誨里,2015/08/30,22.988,120.227,67000320,104,20
郡平路,育平里,2015/08/30,22.989,120.166,67000360,104,2
中華東路,自強里,2015/08/30,22.982,120.232,67000320,104,4
南寧街,仙草里,2015/08/30,22.985,120.199,67000370,104,2
樹林街,大同里,2015/08/30,22.986,120.212,67000320,104,10
勝利街,勝利里,2015/08/30,23.003,120.232,67000310,104,9
府安路,安和里,2015/08/30,23.031,120.219,67000350,104,1
三官路,新興里,2015/08/30,22.981,120.195,67000330,104,12
民族路,東灣里,2015/08/30,23.004,120.269,67000310,104,3
永華一街,大涼里,2015/08/30,22.99,120.189,67000370,104,7
府安路,安和里,2015/08/30,23.028,120.217,67000350,104,3
長溪路,頂安里,2015/08/30,23.04,120.205,67000350,104,1
中正路,東榮里,2015/08/30,23.03,120.309,67000180,104,1
新建路,光明里,2015/08/30,22.972,120.186,67000330,104,13
中山北路,龍潭里,2015/08/30,23.029,120.267,67000310,104,2
北園街,開元里,2015/08/30,23.012,120.222,67000340,104,5
機場路,大恩里,2015/08/30,22.955,120.217,67000330,104,1
開元路,元寶里,2015/08/30,23.011,120.224,67000340,104,12
富強路,西勢里,2015/08/30,23.015,120.273,67000310,104,1
健康路,廣州里,2015/08/30,22.982,120.194,67000330,104,10
公園路,延平里,2015/08/30,23.009,120.212,67000340,104,3
,新吉里,2015/08/30,23.086,120.21,67000210,104,1
,土庫里,2015/08/30,22.984,120.249,67000270,104,1
長榮路,開元里,2015/08/30,23.012,120.221,67000340,104,3
金華路,府南里,2015/08/30,22.973,120.193,67000330,104,12
金華路,明亮里,2015/08/30,22.968,120.194,67000330,104,12
健康三街,育平里,2015/08/31,22.987,120.168,67000360,104,2
富強路,西勢里,2015/08/31,23.017,120.276,67000310,104,1
成功街,光福里,2015/08/31,23.278,120.314,67000040,104,1
灣裡路,永寧里,2015/08/31,22.927,120.18,67000330,104,2
大勇街,玉田里,2015/08/31,23.125,120.469,67000230,104,1
安中路,鳳凰里,2015/08/31,23.042,120.199,67000350,104,1
明興路,興農里,2015/08/31,22.927,120.187,67000330,104,4
怡東路,東明里,2015/08/31,22.993,120.228,67000320,104,7
灣裡路,佛壇里,2015/08/31,22.92,120.182,67000330,104,1
文賢路,大和里,2015/08/31,23.016,120.192,67000340,104,14
光華街,新和里,2015/08/31,23.078,120.296,67000200,104,1
中山西路,八翁里,2015/08/31,23.276,120.3,67000040,104,1
公學路,公親里,2015/08/31,23.076,120.2,67000350,104,1
民生路,協進里,2015/08/31,22.998,120.189,67000370,104,1
大成路,田寮里,2015/08/31,22.977,120.196,67000330,104,5
安昌街,塭南里,2015/08/31,23.075,120.222,67000350,104,1
,東隆里,2015/08/31,23.118,120.307,67000190,104,1
西門路,田寮里,2015/08/31,22.977,120.197,67000330,104,18
永興四街,郡南里,2015/08/31,22.964,120.193,67000330,104,7
公學路,長安里,2015/08/31,23.069,120.198,67000350,104,1
安和路,州北里,2015/08/31,23.065,120.216,67000350,104,1
中正西路,二行里,2015/08/31,22.916,120.221,67000270,104,1
文賢路,大和里,2015/08/31,23.017,120.192,67000340,104,10
金華路,文華里,2015/08/31,22.986,120.191,67000330,104,14
保學一街,保安里,2015/08/31,22.919,120.238,67000270,104,1
民生路,協進里,2015/08/31,22.998,120.188,67000370,104,1
忠義路,進學里,2015/08/31,22.987,120.201,67000370,104,3
國華街,元安里,2015/08/31,22.988,120.197,67000370,104,9
中山南路,二王里,2015/08/31,23.018,120.241,67000310,104,2
永華六街,怡平里,2015/08/31,22.992,120.177,67000360,104,3
友愛街,保安里,2015/08/31,22.992,120.197,67000370,104,18
長興路,太子里,2015/08/31,22.994,120.26,67000270,104,1
府安路,溪東里,2015/08/31,23.025,120.203,67000350,104,4
府安路,安富里,2015/08/31,23.025,120.197,67000350,104,2
東橋三街,東橋里,2015/08/31,23.021,120.234,67000310,104,4
東橋七路,東橋里,2015/08/31,23.021,120.237,67000310,104,1
民權路,民權里,2015/08/31,22.979,120.235,67000370,104,2
府安路,安富里,2015/08/31,23.022,120.195,67000350,104,3
,甲頂里,2015/08/31,23.022,120.215,67000310,104,3
健康路,大成里,2015/08/31,22.98,120.2,67000330,104,3
康樂街,中正里,2015/08/31,22.993,120.195,67000370,104,6
安寧街,溪墘里,2015/08/31,23.023,120.193,67000350,104,8
東橋12街,東橋里,2015/08/31,23.022,120.233,67000310,104,4
長興二街,太子里,2015/08/31,22.993,120.261,67000270,104,2
工社西街,二鎮里,2015/08/31,23.22,120.329,67000100,104,1
大橋一街,大橋里,2015/08/31,23.018,120.229,67000310,104,5
府安路,溪北里,2015/08/31,23.026,120.214,67000350,104,11
永華一街,大涼里,2015/08/31,22.991,120.19,67000370,104,2
府安路,海南里,2015/08/31,23.019,120.186,67000350,104,2
復興街,南關里,2015/08/31,23.131,120.287,67000190,104,2
大武街,永祥里,2015/08/31,23.019,120.222,67000340,104,9
凱旋路,東光里,2015/08/31,22.993,120.23,67000320,104,3
文賢路,大豐里,2015/08/31,23.006,120.193,67000340,104,20
永華路,平通里,2015/08/31,22.989,120.187,67000360,104,2
鹿陶洋,鹿田里,2015/08/31,23.203,120.513,67000240,104,1
育樂街,成大里,2015/08/31,22.995,120.214,67000320,104,18
安通路,安西里,2015/08/31,23.03,120.21,67000350,104,2
中正南路,甲頂里,2015/08/31,23.02,120.22,67000310,104,4
長東街,大智里,2015/08/31,22.96,120.231,67000320,104,1
郡安路,溪東里,2015/08/31,23.028,120.203,67000350,104,5
府前一路,大涼里,2015/08/31,22.995,120.187,67000370,104,10
中山北路,龍潭里,2015/08/31,23.027,120.262,67000310,104,1
中華西路,文南里,2015/08/31,22.981,120.186,67000330,104,10
北安路,溪東里,2015/08/31,23.027,120.205,67000350,104,1
民德路,和順里,2015/08/31,23.006,120.201,67000340,104,9
精忠街,大山里,2015/08/31,23.01,120.213,67000340,104,13
西門路,大成里,2015/08/31,23.014,120.21,67000330,104,5
公園路,興北里,2015/08/31,23.007,120.212,67000340,104,14
大武街,永祥里,2015/08/31,23.014,120.219,67000340,104,22
北門路,實踐里,2015/08/31,23.014,120.217,67000340,104,15
西賢二街,西賢里,2015/08/31,23.0,120.176,67000370,104,3
湖美街,西湖里,2015/08/31,23.0,120.181,67000370,104,1
海安路,和順里,2015/08/31,23.005,120.198,67000340,104,4
中和街,藥王里,2015/08/31,23.0,120.19,67000370,104,21
大橋3街,大橋里,2015/08/31,23.308,120.295,67000310,104,1
民族路,協和里,2015/08/31,23.0,120.194,67000370,104,11
大同路,大恩里,2015/08/31,22.966,120.214,67000330,104,4
公園路,正覺里,2015/08/31,23.014,120.211,67000340,104,7
永二街,網寮里,2015/08/31,23.015,120.251,67000310,104,1
和緯路,大豐里,2015/08/31,23.008,120.191,67000340,104,43
文賢路,大豐里,2015/08/31,23.008,120.192,67000340,104,21
西賢一街,西賢里,2015/08/31,23.001,120.178,67000370,104,2
中華東路,崇明里,2015/08/31,22.973,120.221,67000320,104,4
中華路,成功里,2015/08/31,23.002,120.236,67000310,104,9
開元路,國興里,2015/08/31,23.009,120.224,67000340,104,9
精忠街,大山里,2015/08/31,23.009,120.215,67000340,104,9
中華北路,大港里,2015/08/31,23.012,120.184,67000340,104,4
文和街,文賢里,2015/08/31,23.004,120.193,67000370,104,7
公園南路,長德里,2015/08/31,23.002,120.207,67000340,104,3
成功路,五王里,2015/08/31,23.012,120.235,67000310,104,14
國民路,大忠里,2015/08/31,22.969,120.211,67000330,104,7
中山東路,五王里,2015/08/31,23.012,120.236,67000310,104,16
中華二路,三合里,2015/08/31,23.008,120.235,67000310,104,6
東豐路,東興里,2015/08/31,23.001,120.228,67000340,104,6
新都路,明亮里,2015/08/31,22.967,120.193,67000330,104,14
中正路,中正里,2015/08/31,23.011,120.208,67000370,104,9
國華街,復華里,2015/08/31,23.013,120.247,67000310,104,16
公園路,延平里,2015/08/31,23.008,120.211,67000340,104,12
中華北路,賢北里,2015/08/31,23.009,120.184,67000340,104,11
新興路,田寮里,2015/08/31,22.976,120.193,67000330,104,6
頂美三街,西湖里,2015/08/31,23.004,120.185,67000370,104,1
公園路,六甲里,2015/08/31,23.01,120.21,67000340,104,19
和平路,民榮里,2015/08/31,23.303,120.31,67000010,104,8
公園路,正風里,2015/08/31,23.015,120.214,67000340,104,14
忠孝路,神洲里,2015/08/31,23.005,120.241,67000310,104,7
公園路,小康里,2015/08/31,23.015,120.215,67000340,104,17
北門路,小康里,2015/08/31,23.015,120.218,67000340,104,17
永興三街,郡南里,2015/08/31,22.965,120.193,67000330,104,10
成功路,五福里,2015/08/31,22.999,120.203,67000340,104,4
中華路,安康里,2015/08/31,23.015,120.229,67000310,104,10
公園南路,和順里,2015/08/31,23.003,120.203,67000340,104,5
長榮路,振興里,2015/08/31,23.005,120.223,67000340,104,9
西門路,田寮里,2015/09/01,22.976,120.197,67000330,104,21
灣裡路,松安里,2015/09/01,22.926,120.181,67000330,104,2
中正路,中正里,2015/09/01,22.994,120.194,67000370,104,11
永華12街,億載里,2015/09/01,23.006,120.223,67000360,104,1
海安路,三合里,2015/09/01,22.999,120.198,67000370,104,15
正興街,中正里,2015/09/01,22.994,120.199,67000370,104,12
民生路,建國里,2015/09/01,22.994,120.2,67000370,104,9
健康三街,國平里,2015/09/01,22.987,120.169,67000360,104,2
東門路,富強里,2015/09/01,22.984,120.23,67000320,104,2
文賢路,文成里,2015/09/01,23.008,120.195,67000340,104,3
健康路,竹溪里,2015/09/01,22.979,120.21,67000330,104,1
林森路,重興里,2015/09/01,23.003,120.224,67000340,104,2
府安路,溪東里,2015/09/01,23.026,120.203,67000350,104,2
裕農路,關聖里,2015/09/01,22.986,120.237,67000320,104,3
文賢路,文元里,2015/09/01,23.015,120.195,67000340,104,8
開元路,元寶里,2015/09/01,22.975,120.196,67000340,104,9
博愛街,民權里,2015/09/01,23.304,120.315,67000010,104,1
頂美二街,西湖里,2015/09/01,23.001,120.186,67000370,104,3
德崙路,上崙里,2015/09/01,22.943,120.259,67000270,104,1
勝利街,勝利里,2015/09/01,23.002,120.23,67000310,104,11
中正七街,鹽行里,2015/09/01,23.042,120.24,67000310,104,2
,開化里,2015/09/01,23.215,120.277,67000080,104,1
,油車里,2015/09/01,23.153,120.484,67000240,104,1
國聖街,鹽洲里,2015/09/01,23.035,120.227,67000310,104,3
精忠路,大山里,2015/09/01,23.009,120.213,67000340,104,5
安中路,安慶里,2015/09/01,23.034,120.207,67000350,104,2
東安街,東勢里,2015/09/01,22.955,120.333,67000290,104,1
公園路,六甲里,2015/09/01,23.01,120.211,67000340,104,5
安中路,安慶里,2015/09/01,23.034,120.206,67000350,104,1
建平一街,國平里,2015/09/01,22.984,120.179,67000360,104,1
國華街,水仙里,2015/09/01,22.998,120.199,67000370,104,21
金華路,文華里,2015/09/01,22.987,120.192,67000330,104,6
,蘇林里,2015/09/01,23.129,120.253,67000210,104,1
忠孝路,復興里,2015/09/01,23.009,120.241,67000310,104,1
濟生路,明宜里,2015/09/01,23.233,120.179,67000130,104,1
長溪路,頂安里,2015/09/01,23.04,120.204,67000350,104,1
衛民街,圍下里,2015/09/01,22.993,120.213,67000320,104,4
五妃街,仙草里,2015/09/01,22.982,120.199,67000370,104,15
永大路,永康里,2015/09/01,23.027,120.26,67000310,104,4
東豐路,重興里,2015/09/01,23.002,120.228,67000340,104,6
中華東路,自強里,2015/09/01,22.981,120.229,67000320,104,8
西賢二街,西賢里,2015/09/01,23.001,120.176,67000370,104,2
中山路,水正里,2015/09/01,23.319,120.271,67000020,104,1
民生路,三民里,2015/09/01,22.993,120.204,67000370,104,17
南工街,二王里,2015/09/01,23.014,120.239,67000310,104,5
府安路,幸福里,2015/09/01,23.021,120.191,67000350,104,12
大橋二街,大橋里,2015/09/01,23.019,120.228,67000310,104,3
東豐路,中樓里,2015/09/01,23.005,120.219,67000340,104,13
,中寮里,2015/09/01,23.155,120.109,67000150,104,1
海安路,民權里,2015/09/01,22.996,120.196,67000370,104,6
公園路,正風里,2015/09/01,23.014,120.214,67000340,104,10
德興路,郡南里,2015/09/01,22.963,120.194,67000330,104,8
頂美一街,西湖里,2015/09/01,23.0,120.183,67000370,104,1
德興路,郡南里,2015/09/01,22.963,120.193,67000330,104,7
開元路,中樓里,2015/09/01,23.005,120.217,67000340,104,13
西門路,仙草里,2015/09/01,22.983,120.198,67000370,104,20
中華北路,文元里,2015/09/01,23.019,120.197,67000340,104,4
府安路,幸福里,2015/09/01,23.019,120.188,67000350,104,7
東豊路,中樓里,2015/09/01,23.003,120.216,67000340,104,6
忠孝路,二王里,2015/09/01,23.018,120.245,67000310,104,2
仁愛一街,許厝里,2015/09/01,22.965,120.301,67000280,104,2
南門路,大南里,2015/09/01,22.985,120.203,67000370,104,7
惠南街,金華里,2015/09/01,22.978,120.188,67000330,104,21
北門路,大仁里,2015/09/01,23.007,120.214,67000340,104,9
健康三街,育平里,2015/09/01,22.986,120.168,67000360,104,1
府前路,福安里,2015/09/01,22.991,120.199,67000370,104,12
金華路,明亮里,2015/09/01,22.969,120.192,67000330,104,12
公園路,六甲里,2015/09/01,23.01,120.209,67000340,104,11
文賢路,大豐里,2015/09/01,23.027,120.232,67000340,104,2
海佃路,佃西里,2015/09/01,23.065,120.176,67000350,104,2
富強街,民榮里,2015/09/01,23.301,120.306,67000010,104,1
夏林路,田寮里,2015/09/01,22.976,120.196,67000330,104,4
大橋一街,大橋里,2015/09/01,23.019,120.23,67000310,104,1
,中沙里,2015/09/01,23.072,120.161,67000210,104,1
智南街,文南里,2015/09/01,22.984,120.187,67000330,104,7
武聖路,光賢里,2015/09/01,23.005,120.192,67000370,104,12
公園路,建南里,2015/09/01,23.156,120.174,67000120,104,1
四維街,仁得里,2015/09/01,23.228,120.18,67000130,104,1
明興路,同安里,2015/09/01,22.92,120.185,67000330,104,1
興中路,東角里,2015/09/01,23.184,120.255,67000070,104,1
西門路,小西里,2015/09/01,22.986,120.198,67000370,104,1
和緯路,大豐里,2015/09/01,23.008,120.19,67000340,104,13
小東路,東興里,2015/09/01,23.0,120.231,67000340,104,11
永二街,二王里,2015/09/01,23.02,120.248,67000310,104,2
金華路,安海里,2015/09/01,23.002,120.287,67000370,104,1
國華街,新昌里,2015/09/01,22.986,120.197,67000330,104,4
金華路,安海里,2015/09/01,22.961,120.186,67000370,104,9
西賢一街,西賢里,2015/09/01,23.005,120.178,67000370,104,2
安中路,淵西里,2015/09/01,23.053,120.167,67000350,104,2
安中路,安慶里,2015/09/01,23.036,120.208,67000350,104,1
府安路,安和里,2015/09/01,23.029,120.218,67000350,104,6
東平路,莊敬里,2015/09/01,22.995,120.232,67000320,104,3
德南路,後壁里,2015/09/01,22.946,120.256,67000270,104,3
正南三路,鹽行里,2015/09/01,23.03,120.236,67000310,104,1
中山路,公正里,2015/09/01,22.995,120.209,67000370,104,10
西門路,水仙里,2015/09/01,22.997,120.199,67000370,104,14
成功路,五福里,2015/09/01,23.0,120.203,67000340,104,8
林森路,重興里,2015/09/02,23.003,120.225,67000340,104,3
民治路,豐榮里,2015/09/02,23.033,120.304,67000180,104,3
中華北路,大港里,2015/09/02,23.01,120.184,67000340,104,4
忠義路,三德里,2015/09/02,23.029,120.193,67000340,104,4
興國街,復興里,2015/09/02,23.003,120.243,67000310,104,1
六合街,六安里,2015/09/02,23.165,120.179,67000120,104,1
安中路,頂安里,2015/09/02,23.033,120.211,67000350,104,1
安和路,安西里,2015/09/02,23.032,120.212,67000350,104,1
公園南路,長德里,2015/09/02,23.003,120.207,67000340,104,1
萬昌街,萬昌里,2015/09/02,22.989,120.21,67000370,104,5
,官田里,2015/09/02,23.188,120.34,67000100,104,5
永華路,文華里,2015/09/02,22.988,120.191,67000330,104,7
仁南一街,文南里,2015/09/02,22.983,120.185,67000330,104,4
安中路,淵中里,2015/09/02,23.054,120.161,67000350,104,1
大德街,新昌里,2015/09/02,22.986,120.195,67000330,104,8
北門路,大道里,2015/09/02,23.054,120.168,67000340,104,2
,望明里,2015/09/02,23.107,120.441,67000230,104,1
新建路,光明里,2015/09/02,22.971,120.186,67000330,104,10
府平路,育平里,2015/09/02,22.986,120.167,67000360,104,2
城安東街,城北里,2015/09/02,23.065,120.129,67000350,104,1
大同路,大同里,2015/09/02,22.983,120.212,67000320,104,3
城北路,城東里,2015/09/02,23.065,120.131,67000350,104,1
裕農路,富強里,2015/09/02,22.985,120.229,67000320,104,12
光華街,龍山里,2015/09/02,22.985,120.219,67000320,104,2
文賢路,大豐里,2015/09/02,23.007,120.192,67000340,104,15
公學路,長安里,2015/09/02,23.071,120.198,67000350,104,1
,榮和里,2015/09/02,23.072,120.382,67000260,104,1
復華一街,復國里,2015/09/02,23.006,120.245,67000310,104,3
中華路,勝利里,2015/09/02,23.077,120.111,67000310,104,1
公園路,小康里,2015/09/02,23.006,120.21,67000340,104,42
,中沙里,2015/09/02,23.079,120.21,67000210,104,1
中華路,成功里,2015/09/02,23.004,120.238,67000310,104,2
安中路,安慶里,2015/09/02,23.036,120.209,67000350,104,3
中華一路,勝利里,2015/09/02,23.004,120.234,67000310,104,10
中華一路,勝利里,2015/09/02,23.004,120.232,67000310,104,4
永華二街,文平里,2015/09/02,22.988,120.184,67000360,104,2
正南五街,鹽行里,2015/09/02,23.037,120.236,67000310,104,2
長溪街,安慶里,2015/09/02,23.038,120.207,67000350,104,3
鹽埕路,日新里,2015/09/02,22.97,120.189,67000330,104,3
金華路,文南里,2015/09/02,22.982,120.191,67000330,104,38
海中街,海西里,2015/09/02,23.039,120.185,67000350,104,4
金華路,府南里,2015/09/02,22.973,120.192,67000330,104,10
鹽忠街,鹽洲里,2015/09/02,23.04,120.233,67000310,104,3
省躬三街,省躬里,2015/09/02,22.929,120.179,67000330,104,1
新建路,光明里,2015/09/02,22.973,120.186,67000330,104,6
南園街,力行里,2015/09/02,23.008,120.228,67000340,104,4
北門路,大仁里,2015/09/02,23.008,120.216,67000340,104,4
公園路,延平里,2015/09/02,23.008,120.212,67000340,104,7
怡安路,鳳凰里,2015/09/02,23.043,120.2,67000350,104,2
灣裡路,同安里,2015/09/02,22.925,120.184,67000330,104,1
中山路,仁德里,2015/09/02,22.972,120.25,67000270,104,1
育安街,安順里,2015/09/02,23.048,120.216,67000350,104,1
仁東街,仁和里,2015/09/02,22.97,120.236,67000320,104,10
明興路,同安里,2015/09/02,22.922,120.184,67000330,104,1
大勇街,郡西里,2015/09/02,22.99,120.194,67000370,104,13
慶安路,慶安里,2015/09/02,23.121,120.2,67000140,104,1
大武街,永祥里,2015/09/02,23.019,120.223,67000340,104,7
開山路,永華里,2015/09/02,22.99,120.206,67000370,104,10
文化街,南保里,2015/09/02,22.974,120.253,67000280,104,1
西門路,成德里,2015/09/02,23.013,120.208,67000340,104,3
大橋三街,西橋里,2015/09/02,23.018,120.224,67000310,104,8
興隆路,建南里,2015/09/02,22.958,120.191,67000330,104,2
三興街,新北里,2015/09/02,23.318,120.308,67000010,104,2
東寧路,成大里,2015/09/02,22.993,120.216,67000320,104,4
開元路,元寶里,2015/09/02,23.012,120.225,67000340,104,1
裕民街,三德里,2015/09/02,23.001,120.204,67000340,104,18
大武街,永祥里,2015/09/02,23.018,120.221,67000340,104,6
,埤頭里,2015/09/02,23.195,120.225,67000070,104,1
民生路,中正里,2015/09/02,23.002,120.191,67000370,104,30
西門路,大成里,2015/09/02,22.98,120.199,67000330,104,5
尊南街,金華里,2015/09/02,22.979,120.188,67000330,104,19
南台街,尚頂里,2015/09/02,23.023,120.223,67000310,104,4
永華路,平通里,2015/09/02,22.98,120.204,67000360,104,3
胡厝寮,胡家里,2015/09/02,23.147,120.272,67000190,104,1
莊敬路,莊敬里,2015/09/02,22.996,120.232,67000320,104,8
崇德路,崇文里,2015/09/02,22.967,120.228,67000320,104,3
大橋3街,西橋里,2015/09/02,23.018,120.226,67000310,104,4
新興路,國宅里,2015/09/02,22.976,120.188,67000330,104,17
金華路,金華里,2015/09/02,22.979,120.19,67000330,104,10
大港街,大和里,2015/09/02,23.014,120.191,67000340,104,8
富強路,西勢里,2015/09/02,23.013,120.273,67000310,104,1
大灣路,北灣里,2015/09/02,23.013,120.269,67000310,104,1
西華街,公園里,2015/09/02,23.0,120.211,67000340,104,13
文賢路,文元里,2015/09/02,23.014,120.194,67000340,104,10
文賢路,文元里,2015/09/02,23.014,120.195,67000340,104,9
民生路,中正里,2015/09/02,22.995,120.198,67000370,104,17
民族路,三民里,2015/09/02,22.995,120.207,67000370,104,5
北成路,成德里,2015/09/02,23.02,120.204,67000340,104,4
府安路,海南里,2015/09/02,23.02,120.186,67000350,104,4
中正南路,甲頂里,2015/09/02,23.021,120.218,67000310,104,7
中華路,尚頂里,2015/09/02,23.021,120.222,67000310,104,2
民權路,三民里,2015/09/02,22.994,120.207,67000370,104,10
中華路,尚頂里,2015/09/02,23.021,120.225,67000310,104,3
新都路,白雪里,2015/09/02,22.967,120.189,67000330,104,6
長榮路,光武里,2015/09/02,23.013,120.219,67000340,104,9
永華路,億載里,2015/09/02,22.993,120.16,67000360,104,1
復國一路,復華里,2015/09/02,23.014,120.246,67000310,104,5
大橋三街,西橋里,2015/09/02,23.011,120.255,67000310,104,1
金華路,民權里,2015/09/02,22.997,120.194,67000370,104,2
金城街,大涼里,2015/09/02,22.992,120.19,67000370,104,7
建平九街,建平里,2015/09/02,22.992,120.18,67000360,104,4
國華街,普濟里,2015/09/02,22.999,120.199,67000370,104,18
中華路,安康里,2015/09/02,23.016,120.226,67000310,104,19
復國二路,復華里,2015/09/02,23.014,120.248,67000310,104,6
立賢路,成德里,2015/09/02,23.011,120.202,67000340,104,1
村安路,溪東里,2015/09/02,23.026,120.204,67000350,104,7
金華路,府南里,2015/09/02,22.974,120.192,67000330,104,9
友愛街,永華里,2015/09/02,22.991,120.206,67000370,104,16
敦安街,溪北里,2015/09/02,23.027,120.211,67000350,104,9
新建路,開南里,2015/09/02,22.965,120.186,67000330,104,7
中華西路,開南里,2015/09/02,22.965,120.184,67000330,104,4
正強街,正強里,2015/09/02,23.027,120.251,67000310,104,4
光州六街,億載里,2015/09/02,22.991,120.162,67000360,104,2
中華路,五王里,2015/09/02,23.01,120.233,67000310,104,21
郡安路,溪東里,2015/09/02,23.028,120.202,67000350,104,2
新興路,日新里,2015/09/02,22.974,120.186,67000330,104,4
府安路,溪東里,2015/09/02,23.025,120.204,67000350,104,3
生產路,大智里,2015/09/02,22.965,120.231,67000320,104,2
旭日街,大道里,2015/09/02,23.011,120.214,67000340,104,4
成功路,五王里,2015/09/02,23.011,120.234,67000310,104,16
北園街,元寶里,2015/09/02,23.011,120.223,67000340,104,6
文賢路,大豐里,2015/09/02,23.017,120.197,67000340,104,4
長榮路,長榮里,2015/09/02,23.011,120.218,67000340,104,1
新孝路,金華里,2015/09/02,22.979,120.187,67000330,104,3
文賢路,大和里,2015/09/02,23.015,120.193,67000340,104,16
光明街,小東里,2015/09/03,22.999,120.229,67000320,104,26
豊榮,大營里,2015/09/03,23.089,120.305,67000200,104,1
復華十街,復華里,2015/09/03,23.017,120.245,67000310,104,2
文賢路,大和里,2015/09/03,23.015,120.192,67000340,104,2
安昌街,塭南里,2015/09/03,23.072,120.219,67000350,104,1
實踐街,永祥里,2015/09/03,23.014,120.22,67000340,104,3
東和路,小東里,2015/09/03,22.999,120.226,67000320,104,2
莊敬路,莊敬里,2015/09/03,22.997,120.233,67000320,104,9
育德一街,成德里,2015/09/03,23.016,120.205,67000340,104,1
公學路,學東里,2015/09/03,23.079,120.149,67000350,104,1
,篤加里,2015/09/03,23.096,120.146,67000150,104,1
中華路,中興里,2015/09/03,23.005,120.237,67000310,104,6
金華路,安海里,2015/09/03,23.07,120.215,67000370,104,1
大灣路,北灣里,2015/09/03,23.016,120.266,67000310,104,3
大德街,新昌里,2015/09/03,22.984,120.196,67000330,104,23
西門路,新昌里,2015/09/03,22.984,120.197,67000330,104,13
勝利路,仁愛里,2015/09/03,23.005,120.22,67000340,104,12
中華西路,文平里,2015/09/03,23.005,120.185,67000360,104,3
民族路,三合里,2015/09/03,23.0,120.192,67000370,104,11
建平十,建平里,2015/09/03,22.996,120.183,67000360,104,2
宮後街,水仙里,2015/09/03,22.996,120.199,67000370,104,16
永福路,天后里,2015/09/03,22.996,120.202,67000370,104,13
長榮路,實踐里,2015/09/03,23.014,120.215,67000340,104,12
民德路,和順里,2015/09/03,23.007,120.203,67000340,104,6
文賢路,文元里,2015/09/03,23.018,120.194,67000340,104,4
中華路,永就里,2015/09/03,23.061,120.297,67000200,104,1
公園路,興北里,2015/09/03,23.007,120.211,67000340,104,17
民族路,三合里,2015/09/03,22.999,120.196,67000370,104,15
鹽行路,鹽洲里,2015/09/03,22.999,120.17,67000310,104,1
城西街,城南里,2015/09/03,23.059,120.12,67000350,104,1
中山東路,三合里,2015/09/03,23.013,120.237,67000310,104,5
安平路,平安里,2015/09/03,23.001,120.169,67000360,104,3
安南區,海佃里,2015/09/03,23.024,120.188,67000350,104,3
安中二街,頂安里,2015/09/03,23.036,120.204,67000350,104,1
國安街,海佃里,2015/09/03,23.024,120.189,67000350,104,6
安寧街,安富里,2015/09/03,23.024,120.194,67000350,104,1
大安街,大安里,2015/09/03,23.035,120.195,67000350,104,5
勝利路,中西里,2015/09/03,22.988,120.218,67000320,104,6
大灣二街,南灣里,2015/09/03,23.003,120.266,67000310,104,1
衛民街,青年里,2015/09/03,22.992,120.211,67000370,104,5
海佃路,溪墘里,2015/09/03,23.025,120.192,67000350,104,4
旭日街,大山里,2015/09/03,23.011,120.213,67000340,104,13
中華路,成功里,2015/09/03,23.003,120.236,67000310,104,2
太子路,太子里,2015/09/03,22.992,120.27,67000270,104,1
國光一街,崑山里,2015/09/03,23.002,120.257,67000310,104,2
安和路,安東里,2015/09/03,23.031,120.215,67000350,104,4
公園路,小康里,2015/09/03,23.031,120.214,67000340,104,1
青年路,東門里,2015/09/03,22.991,120.212,67000320,104,3
民權路,萬昌里,2015/09/03,22.991,120.208,67000370,104,12
勝利路,中樓里,2015/09/03,23.003,120.218,67000340,104,5
東豐路,中樓里,2015/09/03,23.003,120.217,67000340,104,2
正強街,正強里,2015/09/03,23.026,120.252,67000310,104,5
大安街,西灣里,2015/09/03,23.01,120.265,67000310,104,1
中華2路,五王里,2015/09/03,23.01,120.235,67000310,104,17
育平五街,育平里,2015/09/03,22.991,120.167,67000360,104,2
郡安路,溪北里,2015/09/03,23.028,120.212,67000350,104,3
安富街,安富里,2015/09/03,23.026,120.196,67000350,104,4
建平六街,文平里,2015/09/03,22.988,120.185,67000360,104,3
西門路,中正里,2015/09/03,22.993,120.199,67000370,104,11
中華路,甲頂里,2015/09/03,23.023,120.215,67000310,104,2
大同路,大同里,2015/09/03,22.986,120.213,67000320,104,14
樹林街,泉南里,2015/09/03,22.986,120.215,67000320,104,8
育安三街,安順里,2015/09/03,23.05,120.214,67000350,104,1
府安路,安富里,2015/09/03,23.021,120.195,67000350,104,1
頂美二街,西湖里,2015/09/03,23.001,120.185,67000370,104,1
中正南路,甲頂里,2015/09/03,23.021,120.215,67000310,104,4
衛民街,公正里,2015/09/03,22.994,120.209,67000370,104,9
西勢路,永康里,2015/09/03,23.021,120.264,67000310,104,2
長溪路,安慶里,2015/09/03,23.046,120.203,67000350,104,1
開元路,國興里,2015/09/03,23.01,120.226,67000340,104,11
環河街,大涼里,2015/09/03,22.994,120.192,67000370,104,5
國安街,幸福里,2015/09/03,23.022,120.188,67000350,104,9
永康區,三合里,2015/09/03,23.013,120.236,67000310,104,13
東豐路,仁愛里,2015/09/03,23.004,120.222,67000340,104,16
南台街,尚頂里,2015/09/03,23.022,120.222,67000310,104,5
長榮路,正風里,2015/09/03,23.013,120.214,67000340,104,11
